Citation,Continent,Country,Latitude,Longtitude,asl,MAT,MAP,Vegetation species,Forest age,soilCN,Duration,Ambient_level,Manipulated_level,dco2,Fumigation,Response_variable,R,v,Note
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Araucaria heterophylla,seedling,10.2,6.0 ,280,400,120,Greenhouse,NUE,0.04 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Araucaria heterophylla,seedling,10.2,6.0 ,280,800,520,Greenhouse,NUE,0.73 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Podocarpus guatemalensis,seedling,10.2,6.0 ,280,400,120,Greenhouse,NUE,0.33 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Podocarpus guatemalensis,seedling,10.2,6.0 ,280,800,520,Greenhouse,NUE,1.37 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Chrysophyllum cainito,seedling,10.2,6.0 ,280,400,120,Greenhouse,NUE,0.15 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Chrysophyllum cainito,seedling,10.2,6.0 ,280,800,520,Greenhouse,NUE,0.68 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Tabebuia rosea,seedling,10.2,6.0 ,280,400,120,Greenhouse,NUE,0.19 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Tabebuia rosea,seedling,10.2,6.0 ,280,800,520,Greenhouse,NUE,0.54 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Araucaria heterophylla,seedling,10.2,6.0 ,280,400,120,Greenhouse,SoilNH4+,0.22 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Araucaria heterophylla,seedling,10.2,6.0 ,280,800,520,Greenhouse,SoilNH4+,-0.06 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Podocarpus guatemalensis,seedling,10.2,6.0 ,280,400,120,Greenhouse,SoilNH4+,-0.43 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Podocarpus guatemalensis,seedling,10.2,6.0 ,280,800,520,Greenhouse,SoilNH4+,-0.95 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Chrysophyllum cainito,seedling,10.2,6.0 ,280,400,120,Greenhouse,SoilNH4+,0.11 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Chrysophyllum cainito,seedling,10.2,6.0 ,280,800,520,Greenhouse,SoilNH4+,-0.23 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Tabebuia rosea,seedling,10.2,6.0 ,280,400,120,Greenhouse,SoilNH4+,-0.11 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Tabebuia rosea,seedling,10.2,6.0 ,280,800,520,Greenhouse,SoilNH4+,0.16 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Araucaria heterophylla,seedling,10.2,6.0 ,280,400,120,Greenhouse,SoilNO3-,-0.86 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Araucaria heterophylla,seedling,10.2,6.0 ,280,800,520,Greenhouse,SoilNO3-,-0.62 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Podocarpus guatemalensis,seedling,10.2,6.0 ,280,400,120,Greenhouse,SoilNO3-,-0.25 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Podocarpus guatemalensis,seedling,10.2,6.0 ,280,800,520,Greenhouse,SoilNO3-,-1.27 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Chrysophyllum cainito,seedling,10.2,6.0 ,280,400,120,Greenhouse,SoilNO3-,-0.41 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Chrysophyllum cainito,seedling,10.2,6.0 ,280,800,520,Greenhouse,SoilNO3-,-0.22 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Tabebuia rosea,seedling,10.2,6.0 ,280,400,120,Greenhouse,SoilNO3-,-0.69 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Tabebuia rosea,seedling,10.2,6.0 ,280,800,520,Greenhouse,SoilNO3-,-0.69 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Araucaria heterophylla,seedling,10.2,6.0 ,280,400,120,Greenhouse,WUE,0.45 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Araucaria heterophylla,seedling,10.2,6.0 ,280,800,520,Greenhouse,WUE,1.24 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Podocarpus guatemalensis,seedling,10.2,6.0 ,280,400,120,Greenhouse,WUE,0.41 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Podocarpus guatemalensis,seedling,10.2,6.0 ,280,800,520,Greenhouse,WUE,1.31 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Chrysophyllum cainito,seedling,10.2,6.0 ,280,400,120,Greenhouse,WUE,0.14 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Chrysophyllum cainito,seedling,10.2,6.0 ,280,800,520,Greenhouse,WUE,0.84 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Tabebuia rosea,seedling,10.2,6.0 ,280,400,120,Greenhouse,WUE,0.36 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Tabebuia rosea,seedling,10.2,6.0 ,280,800,520,Greenhouse,WUE,1.13 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Araucaria heterophylla,seedling,10.2,6.0 ,280,400,120,Greenhouse,WUE,0.38 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Araucaria heterophylla,seedling,10.2,6.0 ,280,800,520,Greenhouse,WUE,0.94 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Podocarpus guatemalensis,seedling,10.2,6.0 ,280,400,120,Greenhouse,WUE,0.57 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Podocarpus guatemalensis,seedling,10.2,6.0 ,280,800,520,Greenhouse,WUE,1.14 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Chrysophyllum cainito,seedling,10.2,6.0 ,280,400,120,Greenhouse,WUE,0.18 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Chrysophyllum cainito,seedling,10.2,6.0 ,280,800,520,Greenhouse,WUE,0.53 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Tabebuia rosea,seedling,10.2,6.0 ,280,400,120,Greenhouse,WUE,0.15 ,0.67 ,
Dalling et al.2016,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Tabebuia rosea,seedling,10.2,6.0 ,280,800,520,Greenhouse,WUE,0.66 ,0.67 ,
Danyagri et al.  2013,North America,USA,48.38 ,-89.25 ,186 ,3.4 ,716 ,Acer spicatum,seedling,17.7 ,12.0 ,392,784,392,OTC,WUE,0.39 ,0.67 ,
Danyagri et al.  2013,North America,USA,48.38 ,-89.25 ,186 ,3.4 ,716 ,Acer spicatum,seedling,17.7 ,12.0 ,392,784,392,OTC,WUE,0.69 ,0.67 ,
Dawes et al.  2013,Europe,Switzerland,46.77 ,9.87 ,2180,2.3 ,1133 ,"Larix decidua, Pinus cembra, Pinus mugo",35,24.9,108.0 ,380,570,190,FACE,Leaf[N],-0.01 ,0.67 ,
Dawes et al.  2013,Europe,Switzerland,46.77 ,9.87 ,2180,2.3 ,1133 ,"Larix decidua, Pinus cembra, Pinus mugo",35,24.9,108.0 ,380,570,190,FACE,Leaf[N],-0.07 ,0.67 ,
Deng et al.  2013,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,72.0 ,400,700,300,OTC,Rs,0.25 ,0.67 ,
Deng et al.  2013,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,72.0 ,400,700,300,OTC,Rs,0.27 ,0.67 ,
Deng et al.  2013,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,72.0 ,400,700,300,OTC,Rootbiomass,0.29 ,0.67 ,
Deng et al.  2013,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,72.0 ,400,700,300,OTC,Rootbiomass,0.09 ,0.67 ,
Deng et al.  2013,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,72.0 ,400,700,300,OTC,MBC,0.22 ,0.67 ,
Deng et al.  2013,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,72.0 ,400,700,300,OTC,MBC,0.17 ,0.67 ,
Deng et al. 2009,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rootbiomass,0.45 ,0.67 ,
Deng et al. 2009,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rootbiomass,0.21 ,0.67 ,
Deng et al. 2009,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,SOC,-0.04 ,0.67 ,
Deng et al. 2009,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,SOC,0.13 ,0.67 ,
Deng et al. 2009,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rs,0.24 ,0.67 ,
Deng et al. 2009,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rs,0.37 ,0.67 ,
Deng et al. 2013,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,72.0 ,400,700,300,OTC,MBC,0.24 ,0.67 ,
Deng et al. 2013,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,72.0 ,400,700,300,OTC,MBC,0.19 ,0.67 ,
Deng et al. 2013,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,72.0 ,400,700,300,OTC,MBC,0.21 ,0.67 ,
Deng et al. 2013,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,72.0 ,400,700,300,OTC,MBC,0.44 ,0.67 ,
Drake et al. 2011,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,156.0 ,365,565,200,FACE,Rs,0.12 ,0.67 ,Duke FACE
Drake et al. 2011,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,156.0 ,365,565,200,FACE,Rs,0.19 ,0.67 ,Duke FACE
Drake et al. 2011,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,156.0 ,365,565,200,FACE,Rs,0.16 ,0.67 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,Nmin,0.27 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,Nit,-0.77 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,Rs,0.31 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,Rs,0.10 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,Rs,0.55 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,Rs,0.38 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,Rs,0.04 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,400,600,200,FACE,Rootbiomass,-0.07 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,400,600,200,FACE,Rootbiomass,0.24 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,400,600,200,FACE,Rootbiomass,0.14 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,400,600,200,FACE,Rootbiomass,0.15 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,SoilNH4+,0.21 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,SoilNH4+,0.46 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,SoilNH4+,-0.07 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,SoilNH4+,0.39 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,SoilNO3-,-0.06 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,SoilNO3-,0.06 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,SoilNO3-,0.02 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,SoilNO3-,-0.08 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,TIN,0.05 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,TIN,0.16 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,TIN,-0.02 ,0.50 ,Duke FACE
Drake et al. 2012,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,180.0 ,365,565,200,FACE,TIN,0.03 ,0.50 ,Duke FACE
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,7,15.7,72.0 ,370,720,350,Growth Chamber,SOC,-0.03 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,SOC,0.04 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,SOC,-0.10 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,MBC,0.01 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,MBC,0.16 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,MBC,-0.02 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,seedling,15.7,72.0 ,370,720,350,Growth Chamber,Leaf[N],-0.11 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,seedling,15.7,72.0 ,370,720,350,Growth Chamber,Leaf[N],-0.10 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,seedling,15.7,72.0 ,370,720,350,Growth Chamber,Leaf[N],-0.44 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,SoilCN,0.32 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,SoilCN,-0.32 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,SoilCN,0.65 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,RootCN,0.10 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,RootCN,-0.16 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,RootCN,0.08 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,Root[N],-0.11 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,Root[N],0.09 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,Root[N],-0.25 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,MBN,0.06 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,MBN,0.16 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,Root[C],-0.18 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,Root[C],-0.01 ,0.67 ,
Duan et al.  2015,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Abies faxoniana,1,15.7,72.0 ,370,720,350,Growth Chamber,Root[C],0.06 ,0.67 ,
"Edwards and Norby, 1999",North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Acer rubrum,10,7.4,48.0 ,400,700,300,OTC,Rs,0.22 ,0.67 ,
"Edwards and Norby, 1999",North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Acer rubrum,10,7.4,48.0 ,400,700,300,OTC,Rs,0.37 ,0.67 ,
"Edwards and Norby, 1999",North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Acer rubrum,10,7.4,48.0 ,400,700,300,OTC,Rs,0.27 ,0.67 ,
"Edwards and Norby, 1999",North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Acer rubrum,10,7.4,48.0 ,400,700,300,OTC,Rs,0.35 ,0.67 ,
"Edwards and Norby, 1999",North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Acer saccharum,10,7.4,48.0 ,400,700,300,OTC,Rs,-0.03 ,0.67 ,
"Edwards and Norby, 1999",North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Acer saccharum,10,7.4,48.0 ,400,700,300,OTC,Rs,0.06 ,0.67 ,
"Edwards and Norby, 1999",North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Acer saccharum,10,7.4,48.0 ,400,700,300,OTC,Rs,0.12 ,0.67 ,
"Edwards and Norby, 1999",North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Acer saccharum,10,7.4,48.0 ,400,700,300,OTC,Rs,0.23 ,0.67 ,
Ellsworth et al. 2017,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,ANPP,-0.12 ,0.67 ,EucFACE
Ellsworth et al. 2017,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,ANPP,-0.06 ,0.67 ,EucFACE
Ellsworth et al. 2017,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,ANPP,-0.07 ,0.67 ,EucFACE
Esmeijer-Liu et al.  2009,Europe,Netherlands,52.34 ,4.86 ,3 ,15.0 ,844 ,Betula pendula,2,,36.0 ,380,600,220,Growth Chamber,Leaf[N],-0.13 ,0.67 ,
Esmeijer-Liu et al.  2009,Europe,Netherlands,52.34 ,4.86 ,3 ,15.0 ,844 ,Betula pendula,2,,36.0 ,380,600,220,Growth Chamber,Leaf[N],-0.09 ,0.67 ,
Esmeijer-Liu et al.  2009,Europe,Netherlands,52.34 ,4.86 ,3 ,15.0 ,844 ,Betula pendula,2,,36.0 ,380,600,220,Growth Chamber,Leaf[N],-0.39 ,0.67 ,
Esmeijer-Liu et al.  2009,Europe,Netherlands,52.34 ,4.86 ,3 ,15.0 ,844 ,Betula pendula,2,,36.0 ,380,600,220,Growth Chamber,Leaf[N],-0.55 ,0.67 ,
Esmeijer-Liu et al.  2009,Europe,Netherlands,52.34 ,4.86 ,3 ,15.0 ,844 ,Betula pendula,2,,36.0 ,380,600,220,Growth Chamber,Leaf[N],-0.19 ,0.67 ,
Esmeijer-Liu et al.  2009,Europe,Netherlands,52.34 ,4.86 ,3 ,15.0 ,844 ,Betula pendula,2,,36.0 ,380,600,220,Growth Chamber,Leaf[N],-0.17 ,0.67 ,
Esmeijer-Liu et al.  2009,Europe,Netherlands,52.34 ,4.86 ,3 ,15.0 ,844 ,Betula pendula,2,,36.0 ,380,600,220,Growth Chamber,Leaf[N],-0.13 ,0.67 ,
Feng & Flessa 2004,Europe,Germany ,51.56 ,9.96 ,214 ,8.0 ,411 ,Robinia pseudoacacia,1,16.7 ,4.0 ,350,700,350,Growth Chamber,BNF,0.57 ,0.33 ,symbiotic N-fixing
Finzi & Schlesinger 2003,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,60.0 ,365,565,200,FACE,Nmin,0.10 ,0.67 ,Duke FACE
Finzi & Schlesinger 2003,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,60.0 ,365,565,200,FACE,Nmin,0.24 ,0.67 ,Duke FACE
Finzi & Schlesinger 2003,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,60.0 ,365,565,200,FACE,Nmin,1.07 ,0.67 ,Duke FACE
Finzi & Schlesinger 2003,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,60.0 ,365,565,200,FACE,Nmin,-0.42 ,0.67 ,Duke FACE
Finzi & Schlesinger 2003,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,60.0 ,365,565,200,FACE,Nmin,0.41 ,0.67 ,Duke FACE
